GTNum,GTStn,CastType,Pump,StationType,CastNumber,Eventnumber,Latitudedegrees_north,Longitudedegrees_east,Bottomdepthm,DateatMidcastGMTyyyymmdd,TimeGMTatmidcasthhmm,TargetGTDepthm,CorrectedMeanDepthm,stddevDepthm,GP15featuredescription,VolumeQMAL,VolumeSuporL,VolumeFinalL,PumpError,overallpumpnotes,Qpprocessingnotes,Qprocessingnotes,Spprocessingnotes,Sprocessingnotes,Sr_SPT_pM,Y_SPT_pM,Mo_SPT_pM,Rh103LR_pM,Ag_SPT_pM,Cd_SPT_pM,In115LR_pM,Ba_SPT_pM,La_SPT_pM,Ce_SPT_pM,Pr_SPT_pM,Nd143_SPT_pM,Nd146_SPT_pM,Sm147_SPT_pM,Sm149_SPT_pM,Eu151_SPT_pM,Eu153_SPT_pM,Gd157_SPT_pM,Tb_SPT_pM,Gd160_SPT_pM,Dy_SPT_pM,Dy_SPT_pM1,Ho_SPT_pM,Er166_SPT_pM,Er167_SPT_pM,Tm_SPT_pM,Yb172_SPT_pM,Yb174_SPT_pM,Lu_SPT_pM,Pb_SPT_pM,Th_SPT_pM,U_SPT_pM,Al_SPT_pM,P_SPT_pM,Sc_SPT_pM,Ti_SPT_pM,V_SPT_pM,Cr_SPT_pM,Mn_SPT_pM,Fe_SPT_pM,Co_SPT_pM,Ni_SPT_pM,Cu_SPT_pM,Zn_SPT_pM,POC_SPT_uM,PN_SPT_uM,POC_LPT_uM,PN_LPT_uM,PIC_SPT_nM,PIC_LPT_nM,bSi_SPT_nM,bSi_LPT_nM,POC_13_12_SPT_permill,N_15_14_SPT_permil,POC_13_12_LPT_permil,N_15_14_LPT_permil,Sr_LPT_pM,Y_LPT_pM,Mo_LPT_pM,Rh103LR_pM1,Ag_LPT_pM,Cd_LPT_pM,In115LR_pM1,Ba_LPT_pM,La_LPT_pM,Ce_LPT_pM,Pr_LPT_pM,Nd143_LPT_pM,Nd146_LPT_pM,Sm147_LPT_pM,Sm149_LPT_pM,Eu151_LPT_pM,Eu153_LPT_pM,Gd157_LPT_pM,Tb_LPT_pM,Gd160_LPT_pM,Dy_LPT_pM,Dy_LPT_pM1,Ho_LPT_pM,Er166_LPT_pM,Er167_LPT_pM,Tm_LPT_pM,Yb172_LPT_pM,Yb174_LPT_pM,Lu_LPT_pM,Pb_LPT_pM,Th_LPT_pM,U_LPT_pM,Al_LPT_pM,P_LPT_pM,Sc_LPT_pM,Ti_LPT_pM,V_LPT_pM,Cr_LPT_pM,Mn_LPT_pM,Fe56_LPT_pM,Fe57_LPT_pM,Co_LPT_pM,Ni_LPT_pM,Cu_LPT_pM,Zn_LPT_pM,VarName127,Mnxs_BCCAl_SPT_nM,Mnxs_BCCAl_LPT_nM,Al_SPT_pM_noneg,Al_LPT_pM_noneg,POM_SPT_ugL,POM_LPT_ugL,CaCO3_SPT_ugL,CaCO3_LPT_ugL,opal_SPT_ugL,opal_LPT_ugL,litho_SPT_ugL,litho_LPT_ugL,FeOH3_SPT_ugL,FeOH3_LPT_ugL,MnO2_SPT_ugL,MnO2_LPT_ugL,SPM_SPT_ugL,SPM_LPT_ugL,fPOM_SPT,fCaCO3_SPT,fopal_SPT,flitho_SPT,fFeOH3_SPT,fMnO2_SPT,fPOM_LPT,fCaCO3_LPT,fopal_LPT,flitho_LPT,fFeOH3_LPT,fMnO2_LPT,CP_SPT_molmol,CP_LPT_molmol,NP_SPT_molmol,NP_LPT_molmol,CN_SPT_molmol,CN_LPT_molmol,CdP_SPT_mmolmol,CdP_LPT_mmolmol,ZnP_SPT_mmolmol,ZnP_LPT_mmolmol
15513,37,S,7,1,4,6984,-14.99995,-152.0002333,4795,11/19/18 3:14,11/19/18 3:14,60,59.88131868,0.6096,MLD,903,423.5,1339.8,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,270.730169,0.24616673,0.5253194,-2368.266982,0.082836719,0.515589827,-0.000473422,6.818934488,0.199885328,0.043635775,0.011418164,0.062486024,0.047534896,0.008240302,0.008407858,0.005070357,0.006157464,0.020846201,0.00328523,0.011612093,0.012035128,0.01131435,0.003114948,0.01169434,0.010921962,0.001670729,0.010945179,0.011332957,0.001976966,0.208638923,0.000374115,0.094355831,-3.352679464,7820.410794,0.00696509,3.651019653,1.17758405,7.953581985,6.88595682,12.71321979,1.116051908,10.16520103,7.436038439,5.940829126,0.754142233,0.117022156,0.043232863,0.005960585,35.54515349,4.795303134,1.691033107,2.050144518,-22.35218596,4.568296834,-22.42698842,10.04926227,749.2980609,0.00926801,0.015406992,-95.96080372,0.001945056,0.076945825,-0.086968624,2.172345609,0.002068257,0.001994108,0.000413347,0.001852006,0.001754801,0.000385046,0.000267921,0.000101332,0.000135767,5.50E-05,4.11E-05,0.000328952,0.000261083,0.000265403,8.88E-05,0.00025916,0.000168892,2.59E-05,0.000158828,0.000232709,4.62E-05,0.012195241,-0.00013459,0.005602525,13.0515749,468.2109791,1.57E-05,0.540951619,0.076242124,-1.250545921,0.980164199,3.584454996,3.438302482,0.045557258,0.664270724,0.677664201,1.505633571,,6.913405207,0.873310956,0,13.0515749,17.01344877,0.975333378,3.557358961,0.479913938,0.113637425,0.137769712,0,0.004190161,0.001359043,0,0.00059839,7.59E-05,20.68640259,1.597283079,0.822445986,0.171966051,0.005493339,0,6.57E-05,2.89E-05,0.610620241,0.300456409,0.086252533,0.002623305,0,4.75E-05,96.43255996,92.33628524,14.96368398,12.73055331,6.444439757,7.253124273,0.06592874,0.164340069,0.759656914,3.215716072
15512,37,S,8,1,4,6984,-14.99995,-152.0002333,4795,11/19/18 3:14,11/19/18 3:14,25,24.95054945,0.6096,ML,839.6,377.6,1257.3,,,w/o 150 um support filter; picked off 2 large clean jellies (2 cm); pTM: few particles but sticky,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,304.8672774,0.102407243,0.379621807,-2692.852656,0.084670306,0.465881509,-0.000530969,2.972912736,0.111217148,0.015776503,0.005893591,0.037918492,0.026256497,0.004331689,0.004839895,0.003036253,0.004182453,0.01287669,0.001656521,0.005136412,0.006084984,0.005126439,0.001430649,0.005178847,0.004978225,0.000663489,0.004202755,0.00486425,0.000889564,0.500912763,-0.000271866,0.094873022,-16.75099967,8861.779266,0.002767772,5.188245103,0.455569827,-2.003645006,7.82623213,8.484289357,1.239919728,10.09120009,10.17787575,5.076896555,0.790360213,0.127492355,0.03548351,0.006707561,32.29041639,6.73487753,1.429898982,1.779504996,-22.63536008,4.948447007,-21.94215589,8.908710529,924.6902506,0.010192898,0.047790998,8.349653407,0.001356308,0.093015706,-0.09345072,2.940284164,0.002944287,0.004249336,0.000742599,0.003293152,0.002840026,0.000505868,0.000467111,0.000139531,0.000191805,0.000889086,8.12E-05,0.000607334,0.00044216,0.000358952,9.15E-05,0.000269246,0.000378434,3.31E-05,0.000183354,0.000157301,1.85E-05,0.039670234,-3.59E-05,0.00513615,44.75433757,547.9607931,0.005510017,10.84914999,0.141414815,-1.989405337,0.698644293,11.26144108,11.06021823,0.047959169,0.299121603,0.493572201,2.932080845,,7.963372564,0.332240531,0,44.75433757,17.8305264,0.800507984,3.231624872,0.674026543,0.096089212,0.119582736,0,0.014368218,0.000906971,0,0.0006801,2.89E-05,21.15982755,1.608514352,0.842659344,0.152724537,0.004541115,0,4.29E-05,3.21E-05,0.497669158,0.419036698,0.074343593,0.008932602,0,1.79E-05,89.18753096,64.75556346,14.38676718,12.2409501,6.199275336,5.290076584,0.052572006,0.169748835,0.572898106,5.350895323
15615,37,D,1,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,4740,4741,0.4329,bottom-40m,1108.2,409.1,1586,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,-12.90159985,0.37908809,-0.00626033,-5269.649019,0.017965396,0.032438883,-0.000490086,37.17190837,0.17638085,0.288337935,0.046780678,0.185238907,0.186886354,0.041019385,0.039687087,0.0212262,0.027424173,0.092394008,0.00627913,0.04287624,0.035803061,0.03463956,0.007068204,0.01956054,0.018920758,0.002837069,0.016177409,0.017540013,0.002897996,0.287182771,0.008275681,-0.007713489,676.9389678,383.6063386,0.103814864,133.9477641,1.483106132,4.36172529,188.5807287,354.445532,2.042849518,3.900226356,14.7226955,5.239210014,NaN,NaN,0.001137801,-2.45E-05,3.74554196,1.947578847,1.614731888,1.126146634,NaN,NaN,-28.09385128,12.71848972,-1.150856043,0.110760059,-0.00106232,-72.65598191,0.000523431,0.000294693,-0.071091051,5.055005742,0.045669332,0.073517578,0.012223261,0.047716111,0.049998892,0.010213993,0.010340536,0.002604679,0.002546707,0.010386811,0.001731842,0.011246496,0.010106026,0.009843364,0.001977192,0.005804318,0.005598885,0.000797018,0.004891126,0.004838798,0.00075039,0.067038137,0.001255393,0.00168234,172.667228,31.48882833,0.031085322,36.84846769,0.447273955,0.869766637,37.6529286,104.6784249,102.3269905,0.461747651,0.603390772,1.695873597,1.292488643,,183.0386294,36.239302,676.9389678,172.667228,NaN,0.025668784,0.374853839,0.194913691,0.108509983,0.075677054,0.217328801,0.055434187,0.008452237,0.003681358,0.015906057,0.003149195,NaN,0.35852427,NaN,NaN,NaN,NaN,NaN,NaN,0.071595668,0.5436555,0.211079305,0.15461767,0.010268085,0.008783772,NaN,36.13347302,NaN,-0.778778714,NaN,-46.39761256,0.084562949,0.009358659,13.65777748,41.04594269
15614,37,D,2,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,4620,4621,0.4329,bottom-160m,1128.1,412.5,1548.5,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,45.18880199,0.532521125,0.075062618,-4978.64592,0.016629897,0.041513268,-0.000486046,45.41739742,0.277693834,0.429275287,0.072133184,0.296776556,0.299648413,0.060650116,0.059618507,0.025527764,0.031675134,0.108906895,0.009408614,0.06551279,0.052328298,0.05011472,0.010442414,0.027980341,0.028977892,0.003747727,0.022715165,0.023495862,0.003563442,0.801572242,0.009841247,-0.000192868,801.8051747,417.688996,0.125918957,136.0263825,2.416076226,18.84970643,195.0710916,541.4591904,2.098772128,3.775339561,18.32679901,3.146168968,0.013943093,0.017005436,0.001584971,4.71E-05,3.283334456,2.001211008,1.083771511,0.916293624,-28.33847122,-4.48480711,-27.13566434,21.92849021,15.73735401,0.172805549,0.040722382,-84.19259803,0.00175808,0.001057467,-0.100212985,7.27786191,0.065231606,0.086666067,0.01724479,0.07146028,0.071974714,0.015027404,0.014736709,0.003848552,0.003759098,0.01591837,0.002585842,0.016737509,0.015026245,0.01429216,0.003078656,0.008665641,0.00904075,0.001164653,0.007552356,0.007980054,0.001084375,0.100691294,0.001016672,0.005284169,249.0403035,43.89461499,0.037585211,53.94110501,0.619430874,0.033006569,59.35801286,120.1742228,117.6419044,0.700855913,1.137023574,2.8808693,2.493847022,,188.5067126,57.31911989,801.8051747,249.0403035,0.314556186,0.035756952,0.328596112,0.200281198,0.072829446,0.061574932,0.257416643,0.079953486,0.02301395,0.002016629,0.016381233,0.004981032,1.012793571,0.384564227,0.310582724,0.324445298,0.071909467,0.254164966,0.022723239,0.016174306,0.092980442,0.520800385,0.160116119,0.207906718,0.005243932,0.012952405,33.38151948,36.10855844,40.71315235,1.073693787,0.819919794,33.63022017,0.099387985,0.024091037,7.532324283,56.8144184
15613,37,D,3,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,3700,3701,0.4329,clearwater min,0.5,0.5,-0.2,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,Supor has some specks,-17567.52864,-0.324255424,-86.51859982,-4507821.732,2.679309024,5.419558787,-0.400988139,621.4737168,0.079168518,0.86581469,0.051437547,3.523661476,0.281986508,0.096719671,0.286438528,7.690876384,10.71666776,33.53411,0.140690356,0.510232947,0.380369633,-0.222586252,-0.053898864,0,0.19545132,0.03221732,-0.083738428,0.518040203,0.326052166,7.445616891,-0.013620376,-12.32123174,1297.072728,137212.4135,-0.555571168,-155.1439625,-110.5497306,-7215.838061,374.8963932,9445.667688,7.832676469,506.2428779,270.9846177,2348.673685,-16.46955486,8.727831123,1.012475124,-0.107305123,375.3792,20.31746032,-218.7902009,-77.49455036,-33.70752284,-4.220972673,-28.1540314,10.42677898,-7584.748787,20.18054227,-11.45494957,-321550.4775,1.619185185,1.904659423,-157.9968417,1381.674762,12.70172201,25.78341429,3.103800093,13.49633764,13.51164146,2.628965526,2.476100267,0.54928,0.09944,2.75353172,0.368612484,2.288072192,2.288494445,1.8303744,0.420062968,0.96629261,1.110324048,0.169621302,0.869321618,0.995905605,0.114871797,135.0864085,0.491224828,0.421329076,263475.0931,5991.914315,26.76824295,9280.757457,270.7907999,448.6828355,1752.730572,73054.13612,72078.98348,27.29602467,1002.790865,7522.015115,9164.268579,,364.2772588,-404.3400159,1297.072728,263475.0931,0,22.8414388,37.56795034,2.033371429,0,0,0.416420495,84.58772312,0.953336178,0,0.031655694,0,38.9693627,109.4625333,0,0.964038099,0,0.010685843,0.024463735,0.000812323,0.208669013,0.018575958,0,0.772755029,0,0,-120.0296273,168.9735652,63.60817434,-17.90832066,-1.887015758,-9.435477974,0.039497584,0.317871605,17.11706415,1529.43919
15612,37,D,4,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,3200,3201,0.4329,southern end of S-EPR plume,1230.2,375,1624.3,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,251.4916895,0.061039546,0.574775326,-6108.072095,0.013965695,0.042201488,-0.000534651,48.13821709,0.060060439,0.077667948,0.014241345,0.076704406,0.060621592,0.011177592,0.011986949,0.013768292,0.019834407,0.046907664,0.001698076,0.012076005,0.009636677,0.007614984,0.001454008,0.004344034,0.004640719,0.000491274,0.003136416,0.00396369,0.000829278,0.117562359,0.000558526,0.044254893,77.71363845,396.0242032,0.00779816,40.75549513,0.730338445,-4.686615516,63.98058205,83.09040012,0.449463119,2.21422026,17.91838288,7.687310744,0.01701432,0.03468903,0.002655479,0.000358363,5.63967615,2.234935774,0.381418562,0.782172993,-28.9765154,-4.599716846,-26.40741262,14.54269336,-2.039586862,0.03466296,0.003875558,-46.98607372,0.00038947,0.001226068,-0.064032153,6.352406474,0.018191377,0.028578294,0.004378923,0.018107361,0.018329012,0.003632605,0.003784751,0.001119889,0.001166955,0.003565071,0.000578632,0.003605074,0.003078921,0.002981653,0.000628254,0.001746793,0.001850166,0.000229016,0.001298481,0.001429325,0.000216882,0.076341865,0.000701139,0.000913547,200.8600309,14.98063727,0.024281523,9.507819226,0.293332058,2.300932746,6.199667336,68.36396479,67.44348784,0.065182323,0.261310973,1.321651364,1.107098283,,63.34434049,4.555226263,77.71363845,200.8600309,0.38384307,0.059907605,0.564418789,0.223672372,0.025631327,0.052562025,0.024949682,0.064485384,0.005502837,0,0.005504623,0.000395849,1.009850328,0.401023236,0.38009897,0.55891331,0.025381313,0.024706316,0.005449161,0.00545093,0.149386867,0.557754146,0.131069775,0.160802115,0,0.000987098,42.96282986,177.2607456,87.59320771,23.92175559,0.490481294,7.410022435,0.106562901,0.081843522,19.41121447,73.90194845
15611,37,D,5,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,3000,3001,0.4329,southern end of S-EPR plume; Si max,1174.3,393.4,1569.9,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,-19.29908607,0.070193863,0.317898171,-5123.838891,0.010790161,0.018623427,-0.000509644,38.40923211,0.064086346,0.096779023,0.015350228,0.081625554,0.064802447,0.011884151,0.011540189,0.013711208,0.018341647,0.044906921,0.001918146,0.013079341,0.009978649,0.008960165,0.001865597,0.004844722,0.004820214,0.000655348,0.003372709,0.004287678,0.000763642,0.100494979,0.00069664,0.016824918,69.25801441,348.5695372,0.008045819,24.72083442,0.932285189,-1.657522941,45.11889669,76.80843656,0.287742566,2.479889592,19.90339332,15.48702477,0.014455963,0.002484571,0.004019231,0.000392047,5.816007494,2.403142793,0.424112441,0.589575617,-30.22799556,2.484227858,-26.91484523,14.32392851,6.102085395,0.018130974,0.001842786,-165.8805303,0.000262648,0.000439895,-0.066054677,4.358019832,0.006459505,0.007016808,0.001380583,0.005625034,0.006233594,0.001080831,0.001221398,0.000371057,0.000457107,0.000959566,0.000197095,0.001340093,0.001382717,0.001087471,0.000243118,0.000829115,0.000748556,0.000109562,0.000602287,0.000661348,8.62E-05,0.016371546,2.59E-06,0.00158493,29.88914604,13.76918613,0.002576331,6.119567312,0.079655859,0.439383386,6.98258267,13.11220173,12.25668741,0.061917849,0.262327914,1.873522052,1.583003259,,44.55188133,6.737880231,69.25801441,29.88914604,0.326126536,0.090673844,0.58206603,0.240506531,0.028500356,0.039619481,0.022235034,0.009595802,0.005199004,0.000101907,0.003871558,0.000585522,0.967998519,0.381083088,0.336908094,0.601308802,0.029442562,0.022970112,0.00537088,0.00399955,0.237937204,0.631113105,0.103965468,0.025180341,0.000267415,0.001536468,41.47225142,291.9003821,7.127907234,28.47280676,5.818292811,10.25190051,0.053428153,0.031947804,44.43023018,114.9670898
15610,37,D,6,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,2800,2801,0.4329,southern end of S-EPR plume,1180.7,374.1,1560,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um; some specks,w/o 150 um support filter,,224.0446785,0.007473419,0.961369878,-6114.80748,0.027661303,0.036113798,-0.000535937,36.15998951,0.020327434,0.015280379,0.004829096,0.054516854,0.021176857,0.003548219,0.003958413,0.00959973,0.013700455,0.02868271,0.000513372,0.003874633,0.00302914,0.001591121,0.000443796,0.001164544,0.000997987,0.000154809,0.000377008,0.001705516,0.00058491,0.229040282,8.95E-05,0.064430851,5.721495077,515.558888,-0.000460368,25.51741597,0.177380537,-2.771473682,55.39651129,9.308200281,0.312372686,1.525159052,14.29120135,20.69452666,0.019674315,0.023693414,0.001299822,0.000116045,6.194841704,3.377603547,0.424773794,0.437799422,-28.95982644,-5.755264534,-27.82251555,10.59631749,6.616053471,0.021497941,-0.00220942,-73.69498917,9.62E-05,0.001439256,-0.069309734,4.891882465,0.009114212,0.009729659,0.0019976,0.007791005,0.00808303,0.001540626,0.001788549,0.000512204,0.000669729,0.001569595,0.000268851,0.001834343,0.001609355,0.001662965,0.000334519,0.001006802,0.000909113,0.000126336,0.000819881,0.000950441,0.000169813,0.014671676,6.41E-05,0.001266232,37.96401599,10.6609733,0.002483616,10.3151425,0.101911242,0.069393921,6.43236254,19.03599274,18.94796939,0.053650675,0.201183838,1.313678693,-0.384993056,,55.34966941,6.121551141,5.721495077,37.96401599,0.443852545,0.029323993,0.619979758,0.338030563,0.028544799,0.029420121,0.001836865,0.01218821,0.000746236,0.000384009,0.004809886,0.000531963,1.099770089,0.409878859,0.403586667,0.563735788,0.025955242,0.001670227,0.000678539,0.004373538,0.071543073,0.824708461,0.071777601,0.029736127,0.000936885,0.001297854,38.16114004,121.9234253,45.95675657,10.88501205,0.830370611,11.20103724,0.070047862,0.13500232,40.13998622,-36.11237414
15609,37,D,7,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,2600,2601,0.4329,southern end of S-EPR plume,1083.2,336.7,1427,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,20.31361382,0.141357349,0.128420043,-6024.251364,0.022476065,0.022314301,-0.000595468,89.82820304,0.074484239,0.105377004,0.015280432,0.086909702,0.061293543,0.012126317,0.012212658,0.017443467,0.026740837,0.04787747,0.002307906,0.014625541,0.0120105,0.011841628,0.002429043,0.007020201,0.006972244,0.000931655,0.005477711,0.006419556,0.001149546,0.120190107,0.001203887,-0.004965365,148.8612819,361.4229505,0.020023529,24.78183562,1.174071459,-2.120333362,96.22168521,165.6756614,0.489718733,2.716818227,25.26575565,7.453885643,0.009190214,0.016743587,0.003761428,0.000303422,7.043406204,1.914570194,0.441308379,0.354091659,-30.40711739,-1.788273111,-27.0589115,13.67587964,1.541809929,0.010934998,-0.004900723,-26.84557794,-3.03E-05,0.002123476,-0.074932233,3.530268124,0.004523522,0.00417256,0.001012863,0.004288009,0.003898905,0.000728835,0.00077134,0.00023047,0.000460981,-0.000126678,0.000129131,0.000925503,0.000711206,0.000712184,0.000197053,0.000511256,0.00046121,7.00E-05,0.000474627,0.000404568,5.55E-05,0.013383603,-0.000131975,0.00067926,8.175592637,7.263147493,0.000146208,2.355465945,0.05426129,0.479007814,6.305625896,7.513160639,7.16468407,0.041378516,0.116257186,1.102363559,-0.732468266,,95.0029579,6.238692319,148.8612819,8.175592637,0.207331232,0.084857815,0.704904093,0.191610185,0.029655923,0.023794959,0.047791375,0.002624744,0.01123721,0.000447626,0.008255757,0.000542142,1.009175589,0.303877472,0.205446142,0.69849499,0.029386287,0.047356848,0.011135039,0.008180694,0.279250103,0.630550806,0.078304454,0.008637509,0.001473046,0.001784082,25.4278655,517.8785083,46.32685168,41.7755553,0.548879636,12.3966876,0.061740134,0.29236303,20.62371976,-100.8472245
15608,37,D,8,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,2400,2401,0.4329,0,1211.8,368.9,1625.6,,,w/o 150 um support filter; eNd 3/16 dropped onto Yangs pants,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter; 8Sp - forgot to cut - took out of Cafe Th petri & cut on used plate; pick off zooplankton before give to Cafe Th,,-184.6642445,0.15949321,0.024283296,-5484.571741,0.022202399,0.036837859,-0.000543492,98.36871567,0.087063027,0.107404056,0.018305624,0.084498063,0.078266681,0.014339555,0.014084513,0.017872285,0.025403148,0.046328142,0.00246196,0.016955669,0.013748333,0.013565765,0.002948723,0.008314062,0.008432625,0.001183721,0.006709631,0.007555821,0.001353404,0.163053348,0.001081696,-0.018436144,153.0092943,559.7183892,0.018419405,22.94439945,1.353987513,-0.424632037,101.9568708,143.8573475,0.567986196,2.836693781,27.96319961,17.66779632,0.024240723,0.023061305,0.00124632,0.000129398,7.41196369,2.816571788,0.822387395,0.53202748,-27.41360873,-5.746359643,-27.75037539,10.79071882,-1.084536327,0.053691238,-0.003946973,-165.0379808,-0.000164327,0.001463855,-0.067459638,3.993857764,0.004400391,0.004277066,0.000944988,0.003749453,0.003699079,0.000648615,0.000762334,0.000169436,0.000300457,0.000171556,0.000140969,0.000894542,0.000922468,0.000861982,0.00022851,0.000642795,0.000665032,8.99E-05,0.000593493,0.000577822,0.000108633,0.011075608,6.17E-07,0.000558157,11.55761517,9.853722479,0.002391613,2.06742596,0.04652299,-1.376402997,5.767095746,17.21677899,16.85772914,0.046955632,0.145335667,1.18351648,-0.95353864,,100.7041837,5.672473551,153.0092943,11.55761517,0.546870706,0.028116977,0.741789326,0.281882505,0.055264433,0.035752247,0.049123079,0.00371053,0.008724448,0.001337869,0.008751194,0.000492938,1.410523186,0.351293066,0.387707704,0.525896585,0.039180095,0.034826141,0.006185256,0.006204218,0.080038521,0.802414087,0.101773277,0.010562493,0.003808412,0.00140321,43.30878396,126.4821414,41.20162051,13.13193835,1.051142732,9.631642946,0.065814987,0.148558597,31.56550983,-96.76938253
15703,39,S,1,1,4,7005,-19.99965,-151.9999667,4277,11/21/18 21:16,11/21/18 21:16,500,495.3331731,0.6481,intercal depth to distribute,1188.2,440.9,1680.4,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,pick off lint in bottom Supor after photographing,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.074255523,0.011866123,0.008859209,0.001431346,19.97438276,5.399835597,NaN,NaN,-26.02327172,4.554234792,-24.44288502,13.94913236,12.21803297,0.007979411,-0.001222662,-208.129595,0.000818315,0.01062315,-0.068381448,2.833519597,0.002308637,0.003090581,0.000550393,0.00229247,0.002080974,0.000409503,0.000486869,0.00017144,0.000170853,-0.000363056,8.35E-05,0.000472573,0.000341788,0.000465009,0.000114549,0.00032509,0.000349174,3.69E-05,0.000231532,0.000217274,2.83E-05,0.015572617,-0.000165261,0.001856828,12.7053958,25.2115432,0.001569605,1.574325146,0.042469301,-1.283681631,4.059912702,3.734086878,3.601020435,0.05021559,0.535094066,0.47291679,-0.796721522,,NaN,3.955893627,NaN,12.7053958,1.675204607,0.199863758,1.999036227,0.540415547,NaN,NaN,NaN,0.004079021,NaN,0,NaN,0.000343767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,351.3949568,NaN,56.77345597,6.257774774,6.189423398,NaN,0.421360576,NaN,-31.60145792
15702,39,S,2,1,4,7005,-19.99965,-151.9999667,4277,11/21/18 21:16,11/21/18 21:16,400,396.2665385,0.6481,0,1317.4,499.5,1822.5,,Still pumping on deck during recovery! 11% (0.5/4.5 hrs) of volume pumped integrated from 400 to surface. Probably no good,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,416.2983448,0.062446312,1.222667554,-3168.653415,0.068773143,0.359279629,-0.00040139,75.36908862,0.072714636,0.026558914,0.005149496,0.026285483,0.023339246,0.004032338,0.003652423,0.00552282,0.008200569,-0.00235878,0.000658627,0.003313635,0.00330308,0.003406665,0.000813303,0.002287785,0.002165702,0.000265349,0.001392705,0.001373809,0.000156453,0.127201252,-0.000105419,0.059498434,70.47564824,1423.826422,0.005328193,9.369390833,0.825378992,-4.309626879,53.21222411,23.73303853,0.447404553,8.73167326,7.364165527,5.753903961,0.116214938,0.022455187,0.011010812,0.001962187,19.28482891,6.234341653,0.623960981,1.157918902,-24.96512363,3.240270622,-24.03639868,14.22674976,39.80677144,0.00461516,0.003285456,-192.3014747,0.001115648,0.019941862,-0.061826015,2.933796101,0.001217779,0.001100392,0.000285373,0.001052842,0.001062415,0.000213054,0.000273908,6.48E-05,7.92E-05,-0.000273391,3.46E-05,0.000303846,0.000229193,0.000190745,6.77E-05,0.000148611,0.000163715,1.43E-05,4.73E-05,6.03E-05,7.40E-06,0.017536697,-0.00018761,0.002923223,3.221078439,70.6199317,-0.000449054,1.422213988,0.03477691,0.244697518,4.646272866,1.427624119,1.438282639,0.03250608,0.845128833,0.612393049,-0.138412684,,52.63523998,4.619901897,70.47564824,3.221078439,2.621809001,0.24840393,1.930025677,0.623932913,0.041930178,0.07781215,0.022625951,0.001034116,0,1.25E-05,0.004574002,0.000401469,4.62096481,0.951597116,0.56737264,0.417667253,0.009073901,0.00489637,0,0.000989837,0.261038969,0.655669193,0.081770057,0.001086716,1.32E-05,0.00042189,81.62156302,155.9164987,15.77101469,27.785168,5.17541608,5.611501024,0.252333869,0.282382908,4.04115549,-1.959966275
