GTNum,GTStn,CastType,Pump,StationType,CastNumber,Eventnumber,Latitudedegrees_north,Longitudedegrees_east,Bottomdepthm,DateatMidcastGMTyyyymmdd,TimeGMTatmidcasthhmm,TargetGTDepthm,CorrectedMeanDepthm,stddevDepthm,GP15featuredescription,VolumeQMAL,VolumeSuporL,VolumeFinalL,PumpError,overallpumpnotes,Qpprocessingnotes,Qprocessingnotes,Spprocessingnotes,Sprocessingnotes,Sr_SPT_pM,Y_SPT_pM,Mo_SPT_pM,Rh103LR_pM,Ag_SPT_pM,Cd_SPT_pM,In115LR_pM,Ba_SPT_pM,La_SPT_pM,Ce_SPT_pM,Pr_SPT_pM,Nd143_SPT_pM,Nd146_SPT_pM,Sm147_SPT_pM,Sm149_SPT_pM,Eu151_SPT_pM,Eu153_SPT_pM,Gd157_SPT_pM,Tb_SPT_pM,Gd160_SPT_pM,Dy_SPT_pM,Dy_SPT_pM1,Ho_SPT_pM,Er166_SPT_pM,Er167_SPT_pM,Tm_SPT_pM,Yb172_SPT_pM,Yb174_SPT_pM,Lu_SPT_pM,Pb_SPT_pM,Th_SPT_pM,U_SPT_pM,Al_SPT_pM,P_SPT_pM,Sc_SPT_pM,Ti_SPT_pM,V_SPT_pM,Cr_SPT_pM,Mn_SPT_pM,Fe_SPT_pM,Co_SPT_pM,Ni_SPT_pM,Cu_SPT_pM,Zn_SPT_pM,POC_SPT_uM,PN_SPT_uM,POC_LPT_uM,PN_LPT_uM,PIC_SPT_nM,PIC_LPT_nM,bSi_SPT_nM,bSi_LPT_nM,POC_13_12_SPT_permill,N_15_14_SPT_permil,POC_13_12_LPT_permil,N_15_14_LPT_permil,Sr_LPT_pM,Y_LPT_pM,Mo_LPT_pM,Rh103LR_pM1,Ag_LPT_pM,Cd_LPT_pM,In115LR_pM1,Ba_LPT_pM,La_LPT_pM,Ce_LPT_pM,Pr_LPT_pM,Nd143_LPT_pM,Nd146_LPT_pM,Sm147_LPT_pM,Sm149_LPT_pM,Eu151_LPT_pM,Eu153_LPT_pM,Gd157_LPT_pM,Tb_LPT_pM,Gd160_LPT_pM,Dy_LPT_pM,Dy_LPT_pM1,Ho_LPT_pM,Er166_LPT_pM,Er167_LPT_pM,Tm_LPT_pM,Yb172_LPT_pM,Yb174_LPT_pM,Lu_LPT_pM,Pb_LPT_pM,Th_LPT_pM,U_LPT_pM,Al_LPT_pM,P_LPT_pM,Sc_LPT_pM,Ti_LPT_pM,V_LPT_pM,Cr_LPT_pM,Mn_LPT_pM,Fe56_LPT_pM,Fe57_LPT_pM,Co_LPT_pM,Ni_LPT_pM,Cu_LPT_pM,Zn_LPT_pM,Al_SPT_pM_noneg,Al_LPT_pM_noneg,POM_SPT_ugL,POM_LPT_ugL,CaCO3_SPT_ugL,CaCO3_LPT_ugL,opal_SPT_ugL,opal_LPT_ugL,litho_SPT_ugL,litho_LPT_ugL,FeOH3_SPT_ugL,FeOH3_LPT_ugL,MnO2_SPT_ugL,MnO2_LPT_ugL,SPM_SPT_ugL,SPM_LPT_ugL,fPOM_SPT,fCaCO3_SPT,fopal_SPT,flitho_SPT,fFeOH3_SPT,fMnO2_SPT,fPOM_LPT,fCaCO3_LPT,fopal_LPT,flitho_LPT,fFeOH3_LPT,fMnO2_LPT,CP_SPT_molmol,CP_LPT_molmol,NP_SPT_molmol,NP_LPT_molmol,CN_SPT_molmol,CN_LPT_molmol,CdP_SPT_mmolmol,CdP_LPT_mmolmol,ZnP_SPT_mmolmol,ZnP_LPT_mmolmol,Cruise,Station,Depth,Latitude,Longitude,BotDepth,slitersBL,Sr86_SPL_pM,Y89_SPL_pM,Mo95_SPL_pM,Rh103_SPL_pM,Ag109_SPL_pM,Cd111_SPL_pM,In115_SPL_pM,Ba137_SPL_pM,La139_SPL_pM,Ce140_SPL_pM,Pr141_SPL_pM,Nd143_SPL_pM,Nd146_SPL_pM,Sm147_SPL_pM,Sm149_SPL_pM,Eu151_SPL_pM,Eu153_SPL_pM,Gd157_SPL_pM,Tb159_SPL_pM,Gd160_SPL_pM,Dy161_SPL_pM,Dy163_SPL_pM,Ho165_SPL_pM,Er166_SPL_pM,Er167_SPL_pM,Tm169_SPL_pM,Yb172_SPL_pM,Yb174_SPL_pM,Lu175_SPL_pM,Pb208_SPL_pM,Th232_SPL_pM,U238_SPL_pM,Al27_SPL_pM,P31_SPL_pM,Sc45_SPL_pM,Ti47_SPL_pM,V51_SPL_pM,Cr52_SPL_pM,Mn55_SPL_pM,Fe56_SPL_pM,Fe57_SPL_pM,Co59_SPL_pM,Ni60_SPL_pM,Cu63_SPL_pM,Zn66_SPL_pM,In115_SPL_pM_1
14921,29,D,3,2,11,6900,-0.00155,-152.0259333,4380,11/10/18 1:41,11/10/18 1:41,4215,4204.717146,4.1521,bottom-160,999.5,378.9,1379.4,,,Pa/Th gets largest aggs,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,6,1,6,1,6,1,1,1,1,1,1,1,6,1,1,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,15,29,4205,0,-152.03,4380,378.9,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,6,6
14922,29,D,2,2,11,6900,-0.00155,-152.0259333,4380,11/10/18 1:41,11/10/18 1:41,4295,4284.521979,4.1521,bottom-80,1051.4,393.3,1452.9,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,15,29,4285,0,-152.03,4380,393.3,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,6,6
14923,29,D,1,2,11,6900,-0.00155,-152.0259333,4380,11/10/18 1:41,11/10/18 1:41,4335,4324.424396,4.1521,bottom-40,1024.3,551.7,1621.9,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,15,29,4324,0,-152.03,4380,551.7,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,6,1,1,1,1,1,1,6,6
14967,31,S,8,1,4,6910,-2.500871667,-152.0043033,4633,11/11/18 7:51,11/11/18 7:51,30,29.79295775,3.0295,ML; particle max,881.5,385.6,1313.6,,,Pa/Th gets a red aggregate,,,,6,1,1,6,1,1,6,6,1,1,1,6,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,1,6,1,6,6,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,15,31,30,-2.5,-152,4633,385.6,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,1,6,6
14968,31,S,7,1,4,6910,-2.500871667,-152.0043033,4633,11/11/18 7:51,11/11/18 7:51,85,84.41338028,3.0295,DCM,1018.8,115.8,1154.8,,,,,,,6,1,6,6,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,6,1,6,6,6,1,6,6,6,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,6,1,6,6,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,15,31,84,-2.5,-152,4633,115.8,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,1,1,6
14969,31,S,6,1,4,6910,-2.500871667,-152.0043033,4633,11/11/18 7:51,11/11/18 7:51,150,148.9647887,3.0295,SEC max,1122.1,496.6,1627.9,,,,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,6,6,6,1,6,6,6,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,6,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,15,31,149,-2.5,-152,4633,496.6,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,6,6,1,6,6,6,6,1,6,6,1,1,6,6,6
14970,31,S,5,1,4,6910,-2.500871667,-152.0043033,4633,11/11/18 7:51,11/11/18 7:51,260,258.2056338,3.0295,particle min,1146,510.3,1660.3,,,,,,,6,1,6,6,1,1,6,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,6,1,1,1,1,6,1,6,6,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,15,31,258,-2.5,-152,4633,510.3,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,6,6,6
14971,31,S,4,1,4,6910,-2.500871667,-152.0043033,4633,11/11/18 7:51,11/11/18 7:51,400,397.2394366,3.0295,O2 min; shallower particle feature,990.9,366.9,1715.3,,,,,,,6,1,6,6,1,1,6,1,1,1,1,6,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,6,6,1,6,1,6,1,1,6,1,6,1,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,6,1,6,6,1,1,1,6,6,1,2,1,1,1,1,1,6,1,6,6,1,1,2,1,2,2,2,2,2,2,1,1,1,1,6,1,2,1,1,1,2,1,1,1,1,1,15,31,397,-2.5,-152,4633,366.9,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,1,6,6
14972,31,S,3,1,4,6910,-2.500871667,-152.0043033,4633,11/11/18 7:51,11/11/18 7:51,600,595.8591549,3.0295,deeper particle feature,1089.6,437.5,1523.6,,,,small specks,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,6,6,1,6,1,6,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,15,31,596,-2.5,-152,4633,437.5,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,6,6,6
14973,31,S,2,1,4,6910,-2.500871667,-152.0043033,4633,11/11/18 7:51,11/11/18 7:51,900,893.7887324,3.0295,baseline particles,1147,446.3,1593.2,,,no zoom in image; XRF gets one large aggregate,QMA zoom in photo instead,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,6,6,1,6,1,6,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,6,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,15,31,894,-2.5,-152,4633,446.3,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,6,1,1,1,1,1,1,6,6
14974,31,S,1,1,4,6910,-2.500871667,-152.0043033,4633,11/11/18 7:51,11/11/18 7:51,1400,1390.338028,3.0295,0,1043.3,601.7,1682.3,,supor volume prob too high--loose fitting on Supor flowmeter; see comment on volume supor for attempt at correction,,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,6,1,6,1,6,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,6,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,15,31,1390,-2.5,-152,4633,601.7,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,6,6,6,1,6,6,6,6,1,6,6,1,1,6,6,6
15063,31,D,8,1,10,6920,-2.504753333,-152.0153217,4638,11/12/18 5:02,11/12/18 5:02,2000,1999.826087,0.3346,0,1187.8,414,1639.8,,,eNd gets archive 3/16; archive gets 2/16 Qp; proteins w/ RNALater gets 3/16,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,6,1,6,1,6,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,3,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,15,31,2000,-2.5,-152,4633,414,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,1,1,1,1,1,6,6
15064,31,D,7,1,10,6920,-2.504753333,-152.0153217,4638,11/12/18 5:02,11/12/18 5:02,2500,2499.782609,0.3346,0,1003,356.4,1364,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,1,6,6,6,1,6,1,1,1,6,1,6,1,1,1,2,1,1,1,6,1,1,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,6,1,1,1,1,6,1,6,1,1,1,1,1,2,1,1,1,1,6,1,1,1,1,2,1,1,1,1,6,1,2,2,2,2,2,2,3,1,3,1,3,1,1,1,1,1,15,31,2500,-2.5,-152,4633,356.4,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,6,1,1,1,1,1,1,6,6
15065,31,D,6,1,10,6920,-2.504753333,-152.0153217,4638,11/12/18 5:02,11/12/18 5:02,3000,2999.73913,0.3346,0,1086,370.2,1462.3,,,,,,"6s- dropped B plate on ground: MQ squirt rinse, acid dunk, MQ dunk",6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,6,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,15,31,3000,-2.5,-152,4633,370.2,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,1,1,1,1,1,6,6
15066,31,D,5,1,10,6920,-2.504753333,-152.0153217,4638,11/12/18 5:02,11/12/18 5:02,3800,3799.669565,0.3346,clear water min,1118.6,408.9,1537.7,,,,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,6,6,1,1,1,6,1,6,6,6,1,1,1,1,1,1,6,6,1,1,1,1,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,1,1,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,3,1,1,1,1,1,15,31,3800,-2.5,-152,4633,408.9,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,6,6
15067,31,D,4,1,10,6920,-2.504753333,-152.0153217,4638,11/12/18 5:02,11/12/18 5:02,4200,4199.634783,0.3346,BNL starts 4000m,1151.5,387.6,1563.8,,,,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,6,1,1,1,6,1,6,6,6,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,3,1,1,1,1,1,15,31,4200,-2.5,-152,4633,387.6,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,6,6
15068,31,D,3,1,10,6920,-2.504753333,-152.0153217,4638,11/12/18 5:02,11/12/18 5:02,4470,4469.611304,0.3346,bottom-160,980.7,358.5,1339,,,,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,6,1,6,6,6,1,1,1,1,1,1,6,6,1,1,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,3,1,1,1,1,1,15,31,4470,-2.5,-152,4633,358.5,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,6,6
15069,31,D,2,1,10,6920,-2.504753333,-152.0153217,4638,11/12/18 5:02,11/12/18 5:02,4550,4549.604348,0.3346,bottom-80,981.3,354.3,1345.5,,,,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,6,6,1,1,1,1,1,1,6,6,1,1,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,3,1,1,1,1,1,15,31,4550,-2.5,-152,4633,354.3,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,6,6
15070,31,D,1,1,10,6920,-2.504753333,-152.0153217,4638,11/12/18 5:02,11/12/18 5:02,4590,4589.60087,0.3346,bottom-40,987,571.1,1600.9,,supor volume prob too high--loose fitting on Supor flowmeter; see comment on volume supor for attempt at correction,,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,6,6,1,1,1,6,1,6,6,6,1,1,1,1,1,1,6,6,1,1,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,3,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15123,33,S,8,1,4,6930,-5,-152.0003233,5389,11/13/18 7:58,11/13/18 7:58,25,24.88983333,0.5285,ML,868.5,378.3,1294.7,,,,some specks,,,1,1,1,6,1,1,6,6,1,1,1,6,1,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,1,6,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,15,33,25,-5,-152,5389,378.3,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,6,1,6,1,6,6,1,1,1,6,6
15124,33,S,7,1,4,6930,-5,-152.0003233,5389,11/13/18 7:58,11/13/18 7:58,80,79.64746667,0.5285,DCM,914.3,393,1317.7,,,,7Q (6Q; loaded 6Q and 6S on pump 7) salmon - colored tentacles stuck in A plate,,,6,1,6,6,1,1,6,1,1,1,1,6,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,6,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,15,33,80,-5,-152,5389,393,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,1,6,6
15125,33,S,6,1,4,6930,-5,-152.0003233,5389,11/13/18 7:58,11/13/18 7:58,125,124.4491667,0.5285,0,1092.3,489.5,1592.9,,,,,"6Sp (7Sp; loaded 7S and 7Q on pump 6) distribution bad, but Cafe Th rinsing the whole filter",,6,6,6,6,1,1,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,1,6,6,6,1,6,1,6,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,6,6,1,1,1,6,6,1,1,1,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,15,33,124,-5,-152,5389,489.5,6,1,6,6,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,6,6,1,1,1,1,6,1,6,6,1,1,1,6,6
15126,33,S,5,1,4,6930,-5,-152.0003233,5389,11/13/18 7:58,11/13/18 7:58,175,174.2288333,0.5285,0,1144.2,515.4,1669,,,,,,,6,1,6,6,1,1,6,1,1,6,1,6,1,1,1,1,1,6,6,6,6,1,1,1,1,6,6,6,6,1,6,6,6,1,6,1,6,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,6,1,6,6,1,1,1,1,6,1,1,1,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,15,33,174,-5,-152,5389,515.4,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,6,6,1,6,6,6,6,1,6,6,1,1,6,6,6
